eventID,country,locality,yearCollected,samplingProtocol,materialSampleID,basisOfRecord,scientificName,diagnosticID,measurementMethod,measurementUnit,measurementType,measurementValue,verbatimEventDate,catalogNumber,references,individualID,collectionCode,institutionCode,lifeStage,measurementRemarks,measurementDeterminedDate,measurementAccuracy,materialSampleType,decimalLatitude,decimalLongitude,verbatimLocality,verbatimLatitude,verbatimLongitude,verbatimElevation,verbatimDepth,minimumDepthInMeters,minimumElevationInMeters,maximumElevationInMeters,maximumDepthInMeters,latestAgeOrHighestStage,latestEonOrHighestEonotheme,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,group,formation,member,minimumChronometricAge,minimumChronometricAgeReferenceSystem,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,eventRemarks,culturalRegions,culturalContext,bed,culturalOccupationPeriod,culturalAffiliations,coordinateUncertaintyInMeters,chronometricAgeUncertaintyInYears,chronometricAgeUncertaintyMethod,chronometricAgeProtocol,chronometricAgeID,lithostratigraphicTerms,maximumChronometricAge,maximumChronometricAgeReferenceSystem,geologicalContextID,lowestBiostratigraphicZone,highestBiostratigraphicZone,stateProvince,waterBody,islandGroup,island,institutionID,datasetName,dynamicProperties,fieldNumber,informationWithheld,verbatimLifeStage,occurrenceID,otherCatalogNumbers,previousIdentifications,sex,measurementSide,measurementDeterminedBy,materialSampleCondition,ageEstimationMethod,ageUnit,ageValue,reproductiveCondition,verbatimAgeValue,Diagnostics_bcid,Event_bcid,Sample_bcid,expeditionCode,projectId
0040c936_fcef_46af_90de_176a98e7d3e3,Unknown,Unknown,1988,Unknown,0040c936_fcef_46af_90de_176a98e7d3e3,PreservedSpecimen,Odocoileus virginianus,2177,Unknown,mm,tail length,240.0,10/29/1988,63477,,MammalsOMNH63477,Mammals,OMNH,,,,,,36.44222,-89.34611,"Grassy Island, Reelfoot National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,year,3.5,,,https://n2t.net/ark:/21547/DUn22177,https://n2t.net/ark:/21547/DUl20040c936_fcef_46af_90de_176a98e7d3e3,https://n2t.net/ark:/21547/DUm20040c936_fcef_46af_90de_176a98e7d3e3,VEND,279
006dcd7b_1e31_403b_af98_6de839402688,Unknown,Unknown,1986,Unknown,006dcd7b_1e31_403b_af98_6de839402688,PreservedSpecimen,Odocoileus virginianus,1907,Unknown,mm,tail length,209.0,10/25/1986,63678,,MammalsOMNH63678,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 3, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,year,0.5,,,https://n2t.net/ark:/21547/DUn21907,https://n2t.net/ark:/21547/DUl2006dcd7b_1e31_403b_af98_6de839402688,https://n2t.net/ark:/21547/DUm2006dcd7b_1e31_403b_af98_6de839402688,VEND,279
007de4b35652429bb2bb7c078ddc5917,Unknown,Unknown,1989,Unknown,007de4b35652429bb2bb7c078ddc5917,PreservedSpecimen,Odocoileus virginianus,558,Unknown,g,body mass,58059.83,10/28/1989,62032,,MammalsOMNH62032,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 4, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,year,1.5,,1.5 years,https://n2t.net/ark:/21547/DUn2558,https://n2t.net/ark:/21547/DUl2007de4b35652429bb2bb7c078ddc5917,https://n2t.net/ark:/21547/DUm2007de4b35652429bb2bb7c078ddc5917,VEND,279
007de4b35652429bb2bb7c078ddc5917,Unknown,Unknown,1989,Unknown,007de4b35652429bb2bb7c078ddc5917,PreservedSpecimen,Odocoileus virginianus,1439,Unknown,mm,pes length,440.0,10/28/1989,62032,,MammalsOMNH62032,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 4, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,year,1.5,,1.5 years,https://n2t.net/ark:/21547/DUn21439,https://n2t.net/ark:/21547/DUl2007de4b35652429bb2bb7c078ddc5917,https://n2t.net/ark:/21547/DUm2007de4b35652429bb2bb7c078ddc5917,VEND,279
007de4b35652429bb2bb7c078ddc5917,Unknown,Unknown,1989,Unknown,007de4b35652429bb2bb7c078ddc5917,PreservedSpecimen,Odocoileus virginianus,2320,Unknown,mm,tail length,268.0,10/28/1989,62032,,MammalsOMNH62032,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 4, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,year,1.5,,1.5 years,https://n2t.net/ark:/21547/DUn22320,https://n2t.net/ark:/21547/DUl2007de4b35652429bb2bb7c078ddc5917,https://n2t.net/ark:/21547/DUm2007de4b35652429bb2bb7c078ddc5917,VEND,279
007de4b35652429bb2bb7c078ddc5917,Unknown,Unknown,1989,Unknown,007de4b35652429bb2bb7c078ddc5917,PreservedSpecimen,Odocoileus virginianus,3201,Unknown,mm,body length with tail,1622.0,10/28/1989,62032,,MammalsOMNH62032,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 4, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,year,1.5,,1.5 years,https://n2t.net/ark:/21547/DUn23201,https://n2t.net/ark:/21547/DUl2007de4b35652429bb2bb7c078ddc5917,https://n2t.net/ark:/21547/DUm2007de4b35652429bb2bb7c078ddc5917,VEND,279
007de4b35652429bb2bb7c078ddc5917,Unknown,Unknown,1989,Unknown,007de4b35652429bb2bb7c078ddc5917,PreservedSpecimen,Odocoileus virginianus,4082,Unknown,mm,ear length to notch,149.0,10/28/1989,62032,,MammalsOMNH62032,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 4, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,year,1.5,,1.5 years,https://n2t.net/ark:/21547/DUn24082,https://n2t.net/ark:/21547/DUl2007de4b35652429bb2bb7c078ddc5917,https://n2t.net/ark:/21547/DUm2007de4b35652429bb2bb7c078ddc5917,VEND,279
00ea6669f33543ffa61baf9d28de92e9,Unknown,Unknown,1991,Unknown,00ea6669f33543ffa61baf9d28de92e9,PreservedSpecimen,Odocoileus virginianus,166,Unknown,g,body mass,31297.88,10/26/1991,62084,,MammalsOMNH62084,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 4, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,year,1.5,,1.5 years,https://n2t.net/ark:/21547/DUn2166,https://n2t.net/ark:/21547/DUl200ea6669f33543ffa61baf9d28de92e9,https://n2t.net/ark:/21547/DUm200ea6669f33543ffa61baf9d28de92e9,VEND,279
00ea6669f33543ffa61baf9d28de92e9,Unknown,Unknown,1991,Unknown,00ea6669f33543ffa61baf9d28de92e9,PreservedSpecimen,Odocoileus virginianus,1047,Unknown,mm,pes length,398.0,10/26/1991,62084,,MammalsOMNH62084,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 4, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,year,1.5,,1.5 years,https://n2t.net/ark:/21547/DUn21047,https://n2t.net/ark:/21547/DUl200ea6669f33543ffa61baf9d28de92e9,https://n2t.net/ark:/21547/DUm200ea6669f33543ffa61baf9d28de92e9,VEND,279
00ea6669f33543ffa61baf9d28de92e9,Unknown,Unknown,1991,Unknown,00ea6669f33543ffa61baf9d28de92e9,PreservedSpecimen,Odocoileus virginianus,1928,Unknown,mm,tail length,190.0,10/26/1991,62084,,MammalsOMNH62084,Mammals,OMNH,,,,,,35.50028,-89.20833,"Hunt Area 4, Hatchie National Wildlife Refuge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,year,1.5,,1.5 years,https://n2t.net/ark:/21547/DUn21928,https://n2t.net/ark:/21547/DUl200ea6669f33543ffa61baf9d28de92e9,https://n2t.net/ark:/21547/DUm200ea6669f33543ffa61baf9d28de92e9,VEND,279
