Arielulus cuprosus,{ear length to notch},2
Arielulus cuprosus,{tail length},2
Artibeus,{body length},136
Artibeus,{body mass},141
Artibeus,{ear length to notch},140
Artibeus,{tail length},2
Artibeus aequatorialis,{body length},104
Artibeus aequatorialis,{body mass},103
Artibeus aequatorialis,{ear length to notch},104
Artibeus anderseni,{body length},39
Artibeus anderseni,{body mass},29
Artibeus anderseni,{ear length to notch},39
Artibeus anderseni,{tail length},4
Artibeus artibeus,{body length},6
Artibeus artibeus,{body mass},3
Artibeus artibeus,{ear length to notch},8
Artibeus aztecus,{body length},16
Artibeus aztecus,{body mass},5
Artibeus aztecus,{ear length to notch},42
Artibeus aztecus,{tail length},11
Artibeus cinereus,{body length},22
Artibeus cinereus,{body mass},6
Artibeus cinereus,{ear length to notch},23
Artibeus cinereus,{tail length},14
Artibeus concolor,{body length},2
Artibeus concolor,{body mass},2
Artibeus concolor,{ear length to notch},2
Artibeus fimbriatus,{body length},122
Artibeus fimbriatus,{body mass},122
Artibeus fimbriatus,{ear length to notch},122
Artibeus fraterculus,{body length},176
Artibeus fraterculus,{body mass},170
Artibeus fraterculus,{ear length to notch},176
Artibeus fraterculus,{tail length},2
Artibeus glaucus,{body length},8
Artibeus glaucus,{body mass},7
Artibeus glaucus,{ear length to notch},8
Artibeus hartii,{body length},4
Artibeus hartii,{ear length to notch},4
Artibeus hartii,{tail length},4
Artibeus hirsutus,{body length},2
Artibeus hirsutus,{body mass},3
Artibeus hirsutus,{ear length to notch},39
Artibeus hirsutus,{tail length},1
Artibeus inopinatus,{body length},89
Artibeus inopinatus,{body mass},88
Artibeus inopinatus,{ear length to notch},89
Artibeus intermedius,{body length},33
Artibeus intermedius,{body mass},17
Artibeus intermedius,{ear length to notch},33
Artibeus jamaicensis,{body length},1809
Artibeus jamaicensis,{body mass},1246
Artibeus jamaicensis,{ear length to notch},1923
Artibeus jamaicensis,{tail length},879
Artibeus lituratus,{body length},2537
Artibeus lituratus,{body mass},2437
Artibeus lituratus,{ear length to notch},2620
Artibeus lituratus,{tail length},386
Artibeus obscurus,{body length},53
Artibeus obscurus,{body mass},51
Artibeus obscurus,{ear length to notch},53
Artibeus obscurus,{tail length},6
Artibeus phaeotis,{body length},240
Artibeus phaeotis,{body mass},176
Artibeus phaeotis,{ear length to notch},345
Artibeus phaeotis,{tail length},159
Artibeus planirostris,{body length},96
Artibeus planirostris,{body mass},93
Artibeus planirostris,{ear length to notch},96
Artibeus planirostris,{tail length},45
Artibeus rava,{body length},9
Artibeus rava,{body mass},9
Artibeus rava,{ear length to notch},9
Artibeus rosenbergi,{body length},1
Artibeus rosenbergi,{body mass},1
Artibeus rosenbergi,{ear length to notch},1
Artibeus schwartzi,{body length},204
Artibeus schwartzi,{body mass},215
Artibeus schwartzi,{ear length to notch},198
