eventID,country,locality,yearCollected,samplingProtocol,materialSampleID,basisOfRecord,scientificName,diagnosticID,measurementMethod,measurementUnit,measurementType,measurementValue,verbatimEventDate,catalogNumber,references,individualID,collectionCode,institutionCode,lifeStage,measurementRemarks,measurementDeterminedDate,measurementAccuracy,materialSampleType,decimalLatitude,decimalLongitude,verbatimLocality,verbatimLatitude,verbatimLongitude,verbatimElevation,verbatimDepth,minimumDepthInMeters,minimumElevationInMeters,maximumElevationInMeters,maximumDepthInMeters,latestAgeOrHighestStage,latestEonOrHighestEonotheme,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,group,formation,member,minimumChronometricAge,minimumChronometricAgeReferenceSystem,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,eventRemarks,culturalRegions,culturalContext,bed,culturalOccupationPeriod,culturalAffiliations,coordinateUncertaintyInMeters,chronometricAgeUncertaintyInYears,chronometricAgeUncertaintyMethod,chronometricAgeProtocol,chronometricAgeID,lithostratigraphicTerms,maximumChronometricAge,maximumChronometricAgeReferenceSystem,geologicalContextID,lowestBiostratigraphicZone,highestBiostratigraphicZone,stateProvince,waterBody,islandGroup,island,institutionID,datasetName,dynamicProperties,fieldNumber,informationWithheld,verbatimLifeStage,occurrenceID,otherCatalogNumbers,previousIdentifications,sex,measurementSide,measurementDeterminedBy,materialSampleCondition,ageEstimationMethod,ageUnit,ageValue,reproductiveCondition,verbatimAgeValue,Diagnostics_bcid,Event_bcid,Sample_bcid,expeditionCode,projectId
236ef66a367b49f6bbf32fc951476217,Tanzania,Unknown,Unknown,Unknown,236ef66a367b49f6bbf32fc951476217,FossilSpecimen,Aepyceros melampus,12,Unknown,g,body mass,35380.20486,,,,261111,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,Prime Adult,https://n2t.net/ark:/21547/DUf212,https://n2t.net/ark:/21547/DUd2236ef66a367b49f6bbf32fc951476217,https://n2t.net/ark:/21547/DUe2236ef66a367b49f6bbf32fc951476217,AEPY,277
236ef66a367b49f6bbf32fc951476217,Tanzania,Unknown,Unknown,Unknown,236ef66a367b49f6bbf32fc951476217,FossilSpecimen,Aepyceros melampus,25,Unknown,mm,femur length,5179.0599999999995,,,,261111,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,Prime Adult,https://n2t.net/ark:/21547/DUf225,https://n2t.net/ark:/21547/DUd2236ef66a367b49f6bbf32fc951476217,https://n2t.net/ark:/21547/DUe2236ef66a367b49f6bbf32fc951476217,AEPY,277
236ef66a367b49f6bbf32fc951476217,Tanzania,Unknown,Unknown,Unknown,236ef66a367b49f6bbf32fc951476217,FossilSpecimen,Aepyceros melampus,41,Unknown,mm,talus length,957.834,,,,261111,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,Prime Adult,https://n2t.net/ark:/21547/DUf241,https://n2t.net/ark:/21547/DUd2236ef66a367b49f6bbf32fc951476217,https://n2t.net/ark:/21547/DUe2236ef66a367b49f6bbf32fc951476217,AEPY,277
43ce380d325f4fada9ee13cd69b8ad25,Kenya,Unknown,Unknown,Unknown,43ce380d325f4fada9ee13cd69b8ad25,FossilSpecimen,Aepyceros melampus,24,Unknown,mm,femur length,5321.299999999999,,,,163046,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,Prime Adult (~5),https://n2t.net/ark:/21547/DUf224,https://n2t.net/ark:/21547/DUd243ce380d325f4fada9ee13cd69b8ad25,https://n2t.net/ark:/21547/DUe243ce380d325f4fada9ee13cd69b8ad25,AEPY,277
43ce380d325f4fada9ee13cd69b8ad25,Kenya,Unknown,Unknown,Unknown,43ce380d325f4fada9ee13cd69b8ad25,FossilSpecimen,Aepyceros melampus,40,Unknown,mm,talus length,880.3639999999999,,,,163046,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,Prime Adult (~5),https://n2t.net/ark:/21547/DUf240,https://n2t.net/ark:/21547/DUd243ce380d325f4fada9ee13cd69b8ad25,https://n2t.net/ark:/21547/DUe243ce380d325f4fada9ee13cd69b8ad25,AEPY,277
5bc339f5af98462d8eb4c99fddc0b895,Mozambique,Unknown,Unknown,Unknown,5bc339f5af98462d8eb4c99fddc0b895,FossilSpecimen,Aepyceros melampus,19,Unknown,mm,femur length,6068.313999999999,,,,216391,,AMNH,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinave,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~2.5),https://n2t.net/ark:/21547/DUf219,https://n2t.net/ark:/21547/DUd25bc339f5af98462d8eb4c99fddc0b895,https://n2t.net/ark:/21547/DUe25bc339f5af98462d8eb4c99fddc0b895,AEPY,277
5bc339f5af98462d8eb4c99fddc0b895,Mozambique,Unknown,Unknown,Unknown,5bc339f5af98462d8eb4c99fddc0b895,FossilSpecimen,Aepyceros melampus,34,Unknown,mm,talus length,1026.668,,,,216391,,AMNH,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinave,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~2.5),https://n2t.net/ark:/21547/DUf234,https://n2t.net/ark:/21547/DUd25bc339f5af98462d8eb4c99fddc0b895,https://n2t.net/ark:/21547/DUe25bc339f5af98462d8eb4c99fddc0b895,AEPY,277
5e9650bccb8c476ea38fb2f45406fd57,Kenya,Unknown,Unknown,Unknown,5e9650bccb8c476ea38fb2f45406fd57,FossilSpecimen,Aepyceros melampus,8,Unknown,mm,humerus length,4947.411999999999,,,,163200,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~4.5),https://n2t.net/ark:/21547/DUf28,https://n2t.net/ark:/21547/DUd25e9650bccb8c476ea38fb2f45406fd57,https://n2t.net/ark:/21547/DUe25e9650bccb8c476ea38fb2f45406fd57,AEPY,277
5e9650bccb8c476ea38fb2f45406fd57,Kenya,Unknown,Unknown,Unknown,5e9650bccb8c476ea38fb2f45406fd57,FossilSpecimen,Aepyceros melampus,29,Unknown,mm,femur length,6034.532,,,,163200,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~4.5),https://n2t.net/ark:/21547/DUf229,https://n2t.net/ark:/21547/DUd25e9650bccb8c476ea38fb2f45406fd57,https://n2t.net/ark:/21547/DUe25e9650bccb8c476ea38fb2f45406fd57,AEPY,277
5e9650bccb8c476ea38fb2f45406fd57,Kenya,Unknown,Unknown,Unknown,5e9650bccb8c476ea38fb2f45406fd57,FossilSpecimen,Aepyceros melampus,44,Unknown,mm,talus length,984.5039999999999,,,,163200,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~4.5),https://n2t.net/ark:/21547/DUf244,https://n2t.net/ark:/21547/DUd25e9650bccb8c476ea38fb2f45406fd57,https://n2t.net/ark:/21547/DUe25e9650bccb8c476ea38fb2f45406fd57,AEPY,277
724bdbda73f14f139f8f6d146354a80c,Botswana,Unknown,Unknown,Unknown,724bdbda73f14f139f8f6d146354a80c,FossilSpecimen,Aepyceros melampus,13,Unknown,g,body mass,50802.345440000005,,,,470199,,Smithsonian,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tsau, 21 Mi SE, 24 12 S, 22 17 E",,,,,,,,,,,,,male,,,,,,,,"juvenile (22-24 months), M3 erupting",https://n2t.net/ark:/21547/DUf213,https://n2t.net/ark:/21547/DUd2724bdbda73f14f139f8f6d146354a80c,https://n2t.net/ark:/21547/DUe2724bdbda73f14f139f8f6d146354a80c,AEPY,277
7ad23af227f84ff2b9a3f28fa73e6b27,Botswana,Unknown,Unknown,Unknown,7ad23af227f84ff2b9a3f28fa73e6b27,FossilSpecimen,Aepyceros melampus,14,Unknown,g,body mass,50802.345440000005,,,,470199,,Smithsonian,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,"juvenile (22-24 months), M3 erupting",https://n2t.net/ark:/21547/DUf214,https://n2t.net/ark:/21547/DUd27ad23af227f84ff2b9a3f28fa73e6b27,https://n2t.net/ark:/21547/DUe27ad23af227f84ff2b9a3f28fa73e6b27,AEPY,277
7bcc73ad34e54680b00ce65dafa89e1a,South Africa,Unknown,Unknown,Unknown,7bcc73ad34e54680b00ce65dafa89e1a,FossilSpecimen,Aepyceros melampus,16,Unknown,g,body mass,31751.465900000003,,,,344217,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~5),https://n2t.net/ark:/21547/DUf216,https://n2t.net/ark:/21547/DUd27bcc73ad34e54680b00ce65dafa89e1a,https://n2t.net/ark:/21547/DUe27bcc73ad34e54680b00ce65dafa89e1a,AEPY,277
8327854565af47cc80a6af376cf8b8f3,Zambia,Unknown,Unknown,Unknown,8327854565af47cc80a6af376cf8b8f3,FossilSpecimen,Aepyceros melampus,5,Unknown,mm,humerus length,5031.74,,,,337257,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastern Province, Lundazi District",,,,,,,,,,,,,male,,,,,,,,Older adult (~6),https://n2t.net/ark:/21547/DUf25,https://n2t.net/ark:/21547/DUd28327854565af47cc80a6af376cf8b8f3,https://n2t.net/ark:/21547/DUe28327854565af47cc80a6af376cf8b8f3,AEPY,277
8327854565af47cc80a6af376cf8b8f3,Zambia,Unknown,Unknown,Unknown,8327854565af47cc80a6af376cf8b8f3,FossilSpecimen,Aepyceros melampus,26,Unknown,mm,femur length,5220.208,,,,337257,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastern Province, Lundazi District",,,,,,,,,,,,,male,,,,,,,,Older adult (~6),https://n2t.net/ark:/21547/DUf226,https://n2t.net/ark:/21547/DUd28327854565af47cc80a6af376cf8b8f3,https://n2t.net/ark:/21547/DUe28327854565af47cc80a6af376cf8b8f3,AEPY,277
89cd93200a22497e816d03e83145171b,Kenya,Unknown,Unknown,Unknown,89cd93200a22497e816d03e83145171b,FossilSpecimen,Aepyceros melampus,7,Unknown,mm,humerus length,4216.6539999999995,,,,162001,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~4),https://n2t.net/ark:/21547/DUf27,https://n2t.net/ark:/21547/DUd289cd93200a22497e816d03e83145171b,https://n2t.net/ark:/21547/DUe289cd93200a22497e816d03e83145171b,AEPY,277
89cd93200a22497e816d03e83145171b,Kenya,Unknown,Unknown,Unknown,89cd93200a22497e816d03e83145171b,FossilSpecimen,Aepyceros melampus,28,Unknown,mm,femur length,5547.614,,,,162001,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~4),https://n2t.net/ark:/21547/DUf228,https://n2t.net/ark:/21547/DUd289cd93200a22497e816d03e83145171b,https://n2t.net/ark:/21547/DUe289cd93200a22497e816d03e83145171b,AEPY,277
89cd93200a22497e816d03e83145171b,Kenya,Unknown,Unknown,Unknown,89cd93200a22497e816d03e83145171b,FossilSpecimen,Aepyceros melampus,43,Unknown,mm,talus length,913.384,,,,162001,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~4),https://n2t.net/ark:/21547/DUf243,https://n2t.net/ark:/21547/DUd289cd93200a22497e816d03e83145171b,https://n2t.net/ark:/21547/DUe289cd93200a22497e816d03e83145171b,AEPY,277
92ed67e308de4f439b653c4d86ad9f36,South Africa,Unknown,Unknown,Unknown,92ed67e308de4f439b653c4d86ad9f36,FossilSpecimen,Aepyceros melampus,18,Unknown,mm,femur length,5566.41,,,,83534,,AMNH,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bechuanaland/Orange Free State,,,,,,,,,,,,,female,,,,,,,,Prime Adult (~2.5),https://n2t.net/ark:/21547/DUf218,https://n2t.net/ark:/21547/DUd292ed67e308de4f439b653c4d86ad9f36,https://n2t.net/ark:/21547/DUe292ed67e308de4f439b653c4d86ad9f36,AEPY,277
92ed67e308de4f439b653c4d86ad9f36,South Africa,Unknown,Unknown,Unknown,92ed67e308de4f439b653c4d86ad9f36,FossilSpecimen,Aepyceros melampus,33,Unknown,mm,talus length,991.6159999999999,,,,83534,,AMNH,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bechuanaland/Orange Free State,,,,,,,,,,,,,female,,,,,,,,Prime Adult (~2.5),https://n2t.net/ark:/21547/DUf233,https://n2t.net/ark:/21547/DUd292ed67e308de4f439b653c4d86ad9f36,https://n2t.net/ark:/21547/DUe292ed67e308de4f439b653c4d86ad9f36,AEPY,277
9bb7ea51741549ef94c9982e35131098,Kenya,Unknown,Unknown,Unknown,9bb7ea51741549ef94c9982e35131098,FossilSpecimen,Aepyceros melampus,6,Unknown,mm,humerus length,4581.905999999999,,,,162000,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3),https://n2t.net/ark:/21547/DUf26,https://n2t.net/ark:/21547/DUd29bb7ea51741549ef94c9982e35131098,https://n2t.net/ark:/21547/DUe29bb7ea51741549ef94c9982e35131098,AEPY,277
9bb7ea51741549ef94c9982e35131098,Kenya,Unknown,Unknown,Unknown,9bb7ea51741549ef94c9982e35131098,FossilSpecimen,Aepyceros melampus,27,Unknown,mm,femur length,5816.092,,,,162000,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3),https://n2t.net/ark:/21547/DUf227,https://n2t.net/ark:/21547/DUd29bb7ea51741549ef94c9982e35131098,https://n2t.net/ark:/21547/DUe29bb7ea51741549ef94c9982e35131098,AEPY,277
9bb7ea51741549ef94c9982e35131098,Kenya,Unknown,Unknown,Unknown,9bb7ea51741549ef94c9982e35131098,FossilSpecimen,Aepyceros melampus,42,Unknown,mm,talus length,969.2639999999999,,,,162000,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3),https://n2t.net/ark:/21547/DUf242,https://n2t.net/ark:/21547/DUd29bb7ea51741549ef94c9982e35131098,https://n2t.net/ark:/21547/DUe29bb7ea51741549ef94c9982e35131098,AEPY,277
bfcca3caefcb4651b76e9812f174715c,Mozambique,Unknown,Unknown,Unknown,bfcca3caefcb4651b76e9812f174715c,FossilSpecimen,Aepyceros melampus,0,Unknown,mm,humerus length,4725.161999999999,,,,216393,,AMNH,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinave,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3.5),https://n2t.net/ark:/21547/DUf20,https://n2t.net/ark:/21547/DUd2bfcca3caefcb4651b76e9812f174715c,https://n2t.net/ark:/21547/DUe2bfcca3caefcb4651b76e9812f174715c,AEPY,277
bfcca3caefcb4651b76e9812f174715c,Mozambique,Unknown,Unknown,Unknown,bfcca3caefcb4651b76e9812f174715c,FossilSpecimen,Aepyceros melampus,20,Unknown,mm,femur length,5290.312,,,,216393,,AMNH,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinave,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3.5),https://n2t.net/ark:/21547/DUf220,https://n2t.net/ark:/21547/DUd2bfcca3caefcb4651b76e9812f174715c,https://n2t.net/ark:/21547/DUe2bfcca3caefcb4651b76e9812f174715c,AEPY,277
bfcca3caefcb4651b76e9812f174715c,Mozambique,Unknown,Unknown,Unknown,bfcca3caefcb4651b76e9812f174715c,FossilSpecimen,Aepyceros melampus,35,Unknown,mm,talus length,908.05,,,,216393,,AMNH,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zinave,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3.5),https://n2t.net/ark:/21547/DUf235,https://n2t.net/ark:/21547/DUd2bfcca3caefcb4651b76e9812f174715c,https://n2t.net/ark:/21547/DUe2bfcca3caefcb4651b76e9812f174715c,AEPY,277
c50b326da9ef42df8d8213c66fe5e0e5,Kenya,Unknown,Unknown,Unknown,c50b326da9ef42df8d8213c66fe5e0e5,FossilSpecimen,Aepyceros melampus,9,Unknown,mm,humerus length,4617.2119999999995,,,,163196,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3),https://n2t.net/ark:/21547/DUf29,https://n2t.net/ark:/21547/DUd2c50b326da9ef42df8d8213c66fe5e0e5,https://n2t.net/ark:/21547/DUe2c50b326da9ef42df8d8213c66fe5e0e5,AEPY,277
c50b326da9ef42df8d8213c66fe5e0e5,Kenya,Unknown,Unknown,Unknown,c50b326da9ef42df8d8213c66fe5e0e5,FossilSpecimen,Aepyceros melampus,30,Unknown,mm,femur length,5593.334,,,,163196,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3),https://n2t.net/ark:/21547/DUf230,https://n2t.net/ark:/21547/DUd2c50b326da9ef42df8d8213c66fe5e0e5,https://n2t.net/ark:/21547/DUe2c50b326da9ef42df8d8213c66fe5e0e5,AEPY,277
c50b326da9ef42df8d8213c66fe5e0e5,Kenya,Unknown,Unknown,Unknown,c50b326da9ef42df8d8213c66fe5e0e5,FossilSpecimen,Aepyceros melampus,45,Unknown,mm,talus length,975.8679999999999,,,,163196,,Smithsonian,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,Prime Adult (~3),https://n2t.net/ark:/21547/DUf245,https://n2t.net/ark:/21547/DUd2c50b326da9ef42df8d8213c66fe5e0e5,https://n2t.net/ark:/21547/DUe2c50b326da9ef42df8d8213c66fe5e0e5,AEPY,277
