eventID,country,locality,yearCollected,samplingProtocol,materialSampleID,basisOfRecord,scientificName,diagnosticID,measurementMethod,measurementUnit,measurementType,measurementValue,verbatimEventDate,catalogNumber,references,individualID,collectionCode,institutionCode,lifeStage,measurementRemarks,measurementDeterminedDate,measurementAccuracy,materialSampleType,decimalLatitude,decimalLongitude,verbatimLocality,verbatimLatitude,verbatimLongitude,verbatimElevation,verbatimDepth,minimumDepthInMeters,minimumElevationInMeters,maximumElevationInMeters,maximumDepthInMeters,latestAgeOrHighestStage,latestEonOrHighestEonotheme,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,group,formation,member,minimumChronometricAge,minimumChronometricAgeReferenceSystem,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,eventRemarks,culturalRegions,culturalContext,bed,culturalOccupationPeriod,culturalAffiliations,coordinateUncertaintyInMeters,chronometricAgeUncertaintyInYears,chronometricAgeUncertaintyMethod,chronometricAgeProtocol,chronometricAgeID,lithostratigraphicTerms,maximumChronometricAge,maximumChronometricAgeReferenceSystem,geologicalContextID,lowestBiostratigraphicZone,highestBiostratigraphicZone,stateProvince,waterBody,islandGroup,island,institutionID,datasetName,dynamicProperties,fieldNumber,informationWithheld,verbatimLifeStage,occurrenceID,otherCatalogNumbers,previousIdentifications,sex,measurementSide,measurementDeterminedBy,materialSampleCondition,ageEstimationMethod,ageUnit,ageValue,reproductiveCondition,verbatimAgeValue,Diagnostics_bcid,Event_bcid,Sample_bcid,expeditionCode,projectId
0597314020394618a57c4102ab13f02a,Unknown,Not Collected,Unknown,Not Collected,0597314020394618a57c4102ab13f02a,PreservedSpecimen,Spermophilus beecheyi,1721,Unknown,mm,tooth row length,11.34,,99934,,,,MVZ,,,,,,33.9251,-116.6814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,MVZ 99934MVZ 99934MVZ 99934,,,,,,,,,,,https://n2t.net/ark:/21547/DUj21721,https://n2t.net/ark:/21547/DUh20597314020394618a57c4102ab13f02a,https://n2t.net/ark:/21547/DUi20597314020394618a57c4102ab13f02a,BIOG,278
0627772b2da54a06b99fc2c22d709551,Unknown,Not Collected,Unknown,Not Collected,0627772b2da54a06b99fc2c22d709551,PreservedSpecimen,Spermophilus beecheyi,35,Unknown,mm,pes length,55,,122547,,,,MVZ,,,,,,41.307572,-122.328516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 122547,,,,,,,,,,,https://n2t.net/ark:/21547/DUj235,https://n2t.net/ark:/21547/DUh20627772b2da54a06b99fc2c22d709551,https://n2t.net/ark:/21547/DUi20627772b2da54a06b99fc2c22d709551,BIOG,278
0627772b2da54a06b99fc2c22d709551,Unknown,Not Collected,Unknown,Not Collected,0627772b2da54a06b99fc2c22d709551,PreservedSpecimen,Spermophilus beecheyi,323,Unknown,mm,tail length,187,,122547,,,,MVZ,,,,,,41.307572,-122.328516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 122547,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2323,https://n2t.net/ark:/21547/DUh20627772b2da54a06b99fc2c22d709551,https://n2t.net/ark:/21547/DUi20627772b2da54a06b99fc2c22d709551,BIOG,278
0627772b2da54a06b99fc2c22d709551,Unknown,Not Collected,Unknown,Not Collected,0627772b2da54a06b99fc2c22d709551,PreservedSpecimen,Spermophilus beecheyi,611,Unknown,mm,body length with tail,439,,122547,,,,MVZ,,,,,,41.307572,-122.328516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 122547,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2611,https://n2t.net/ark:/21547/DUh20627772b2da54a06b99fc2c22d709551,https://n2t.net/ark:/21547/DUi20627772b2da54a06b99fc2c22d709551,BIOG,278
0627772b2da54a06b99fc2c22d709551,Unknown,Not Collected,Unknown,Not Collected,0627772b2da54a06b99fc2c22d709551,PreservedSpecimen,Spermophilus beecheyi,899,Unknown,g,body mass,534.6,,122547,,,,MVZ,,,,,,41.307572,-122.328516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 122547,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2899,https://n2t.net/ark:/21547/DUh20627772b2da54a06b99fc2c22d709551,https://n2t.net/ark:/21547/DUi20627772b2da54a06b99fc2c22d709551,BIOG,278
0627772b2da54a06b99fc2c22d709551,Unknown,Not Collected,Unknown,Not Collected,0627772b2da54a06b99fc2c22d709551,PreservedSpecimen,Spermophilus beecheyi,1187,Unknown,mm,ear length to notch,31,,122547,,,,MVZ,,,,,,41.307572,-122.328516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 122547,,,,,,,,,,,https://n2t.net/ark:/21547/DUj21187,https://n2t.net/ark:/21547/DUh20627772b2da54a06b99fc2c22d709551,https://n2t.net/ark:/21547/DUi20627772b2da54a06b99fc2c22d709551,BIOG,278
0627772b2da54a06b99fc2c22d709551,Unknown,Not Collected,Unknown,Not Collected,0627772b2da54a06b99fc2c22d709551,PreservedSpecimen,Spermophilus beecheyi,1475,Unknown,mm,tooth row length,11.98,,122547,,,,MVZ,,,,,,41.307572,-122.328516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 122547,,,,,,,,,,,https://n2t.net/ark:/21547/DUj21475,https://n2t.net/ark:/21547/DUh20627772b2da54a06b99fc2c22d709551,https://n2t.net/ark:/21547/DUi20627772b2da54a06b99fc2c22d709551,BIOG,278
084eaa0c841148df99281cd180472386,Unknown,Not Collected,Unknown,Not Collected,084eaa0c841148df99281cd180472386,PreservedSpecimen,Spermophilus beecheyi,1640,Unknown,mm,tooth row length,11.43,,64981,,,,MVZ,,,,,,36.065444,-117.515063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 64981,,,,,,,,,,,https://n2t.net/ark:/21547/DUj21640,https://n2t.net/ark:/21547/DUh2084eaa0c841148df99281cd180472386,https://n2t.net/ark:/21547/DUi2084eaa0c841148df99281cd180472386,BIOG,278
09d1a634e4a34fd5a827a6972853f638,Unknown,Not Collected,Unknown,Not Collected,09d1a634e4a34fd5a827a6972853f638,PreservedSpecimen,Spermophilus beecheyi,128,Unknown,mm,pes length,58,,21854,,,,MVZ,,,,,,37.52078,-120.43822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 21854,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2128,https://n2t.net/ark:/21547/DUh209d1a634e4a34fd5a827a6972853f638,https://n2t.net/ark:/21547/DUi209d1a634e4a34fd5a827a6972853f638,BIOG,278
09d1a634e4a34fd5a827a6972853f638,Unknown,Not Collected,Unknown,Not Collected,09d1a634e4a34fd5a827a6972853f638,PreservedSpecimen,Spermophilus beecheyi,416,Unknown,mm,tail length,182,,21854,,,,MVZ,,,,,,37.52078,-120.43822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 21854,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2416,https://n2t.net/ark:/21547/DUh209d1a634e4a34fd5a827a6972853f638,https://n2t.net/ark:/21547/DUi209d1a634e4a34fd5a827a6972853f638,BIOG,278
09d1a634e4a34fd5a827a6972853f638,Unknown,Not Collected,Unknown,Not Collected,09d1a634e4a34fd5a827a6972853f638,PreservedSpecimen,Spermophilus beecheyi,704,Unknown,mm,body length with tail,423,,21854,,,,MVZ,,,,,,37.52078,-120.43822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 21854,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2704,https://n2t.net/ark:/21547/DUh209d1a634e4a34fd5a827a6972853f638,https://n2t.net/ark:/21547/DUi209d1a634e4a34fd5a827a6972853f638,BIOG,278
09d1a634e4a34fd5a827a6972853f638,Unknown,Not Collected,Unknown,Not Collected,09d1a634e4a34fd5a827a6972853f638,PreservedSpecimen,Spermophilus beecheyi,992,Unknown,g,body mass,450.6,,21854,,,,MVZ,,,,,,37.52078,-120.43822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 21854,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2992,https://n2t.net/ark:/21547/DUh209d1a634e4a34fd5a827a6972853f638,https://n2t.net/ark:/21547/DUi209d1a634e4a34fd5a827a6972853f638,BIOG,278
09d1a634e4a34fd5a827a6972853f638,Unknown,Not Collected,Unknown,Not Collected,09d1a634e4a34fd5a827a6972853f638,PreservedSpecimen,Spermophilus beecheyi,1280,Unknown,mm,ear length to notch,26,,21854,,,,MVZ,,,,,,37.52078,-120.43822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 21854,,,,,,,,,,,https://n2t.net/ark:/21547/DUj21280,https://n2t.net/ark:/21547/DUh209d1a634e4a34fd5a827a6972853f638,https://n2t.net/ark:/21547/DUi209d1a634e4a34fd5a827a6972853f638,BIOG,278
09d1a634e4a34fd5a827a6972853f638,Unknown,Not Collected,Unknown,Not Collected,09d1a634e4a34fd5a827a6972853f638,PreservedSpecimen,Spermophilus beecheyi,1568,Unknown,mm,tooth row length,11.48,,21854,,,,MVZ,,,,,,37.52078,-120.43822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,MVZ 21854,,,,,,,,,,,https://n2t.net/ark:/21547/DUj21568,https://n2t.net/ark:/21547/DUh209d1a634e4a34fd5a827a6972853f638,https://n2t.net/ark:/21547/DUi209d1a634e4a34fd5a827a6972853f638,BIOG,278
0a3ab18069274d52b271c554b9b8b1a9,Unknown,Not Collected,Unknown,Not Collected,0a3ab18069274d52b271c554b9b8b1a9,PreservedSpecimen,Spermophilus beecheyi,54,Unknown,mm,pes length,57,,138953,,,,MVZ,,,,,,40.0206377,-122.019656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,MVZ 138953MVZ 138953,,,,,,,,,,,https://n2t.net/ark:/21547/DUj254,https://n2t.net/ark:/21547/DUh20a3ab18069274d52b271c554b9b8b1a9,https://n2t.net/ark:/21547/DUi20a3ab18069274d52b271c554b9b8b1a9,BIOG,278
0a3ab18069274d52b271c554b9b8b1a9,Unknown,Not Collected,Unknown,Not Collected,0a3ab18069274d52b271c554b9b8b1a9,PreservedSpecimen,Spermophilus beecheyi,342,Unknown,mm,tail length,195,,138953,,,,MVZ,,,,,,40.0206377,-122.019656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,MVZ 138953MVZ 138953,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2342,https://n2t.net/ark:/21547/DUh20a3ab18069274d52b271c554b9b8b1a9,https://n2t.net/ark:/21547/DUi20a3ab18069274d52b271c554b9b8b1a9,BIOG,278
0a3ab18069274d52b271c554b9b8b1a9,Unknown,Not Collected,Unknown,Not Collected,0a3ab18069274d52b271c554b9b8b1a9,PreservedSpecimen,Spermophilus beecheyi,630,Unknown,mm,body length with tail,443,,138953,,,,MVZ,,,,,,40.0206377,-122.019656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,MVZ 138953MVZ 138953,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2630,https://n2t.net/ark:/21547/DUh20a3ab18069274d52b271c554b9b8b1a9,https://n2t.net/ark:/21547/DUi20a3ab18069274d52b271c554b9b8b1a9,BIOG,278
0a3ab18069274d52b271c554b9b8b1a9,Unknown,Not Collected,Unknown,Not Collected,0a3ab18069274d52b271c554b9b8b1a9,PreservedSpecimen,Spermophilus beecheyi,1206,Unknown,mm,ear length to notch,30,,138953,,,,MVZ,,,,,,40.0206377,-122.019656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,MVZ 138953MVZ 138953,,,,,,,,,,,https://n2t.net/ark:/21547/DUj21206,https://n2t.net/ark:/21547/DUh20a3ab18069274d52b271c554b9b8b1a9,https://n2t.net/ark:/21547/DUi20a3ab18069274d52b271c554b9b8b1a9,BIOG,278
0a3ab18069274d52b271c554b9b8b1a9,Unknown,Not Collected,Unknown,Not Collected,0a3ab18069274d52b271c554b9b8b1a9,PreservedSpecimen,Spermophilus beecheyi,1494,Unknown,mm,tooth row length,11.04,,138953,,,,MVZ,,,,,,40.0206377,-122.019656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,MVZ 138953MVZ 138953,,,,,,,,,,,https://n2t.net/ark:/21547/DUj21494,https://n2t.net/ark:/21547/DUh20a3ab18069274d52b271c554b9b8b1a9,https://n2t.net/ark:/21547/DUi20a3ab18069274d52b271c554b9b8b1a9,BIOG,278
0a4154f8f30d4bdb9c127aa90ef571b8,Unknown,Not Collected,Unknown,Not Collected,0a4154f8f30d4bdb9c127aa90ef571b8,PreservedSpecimen,Spermophilus beecheyi,7,Unknown,mm,pes length,45,,101336,,,,MVZ,,,,,,38.1192781,-122.821322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,MVZ 101336,,,,,,,,,,,https://n2t.net/ark:/21547/DUj27,https://n2t.net/ark:/21547/DUh20a4154f8f30d4bdb9c127aa90ef571b8,https://n2t.net/ark:/21547/DUi20a4154f8f30d4bdb9c127aa90ef571b8,BIOG,278
0a4154f8f30d4bdb9c127aa90ef571b8,Unknown,Not Collected,Unknown,Not Collected,0a4154f8f30d4bdb9c127aa90ef571b8,PreservedSpecimen,Spermophilus beecheyi,295,Unknown,mm,tail length,173,,101336,,,,MVZ,,,,,,38.1192781,-122.821322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,MVZ 101336,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2295,https://n2t.net/ark:/21547/DUh20a4154f8f30d4bdb9c127aa90ef571b8,https://n2t.net/ark:/21547/DUi20a4154f8f30d4bdb9c127aa90ef571b8,BIOG,278
0a4154f8f30d4bdb9c127aa90ef571b8,Unknown,Not Collected,Unknown,Not Collected,0a4154f8f30d4bdb9c127aa90ef571b8,PreservedSpecimen,Spermophilus beecheyi,583,Unknown,mm,body length with tail,423,,101336,,,,MVZ,,,,,,38.1192781,-122.821322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,MVZ 101336,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2583,https://n2t.net/ark:/21547/DUh20a4154f8f30d4bdb9c127aa90ef571b8,https://n2t.net/ark:/21547/DUi20a4154f8f30d4bdb9c127aa90ef571b8,BIOG,278
0a4154f8f30d4bdb9c127aa90ef571b8,Unknown,Not Collected,Unknown,Not Collected,0a4154f8f30d4bdb9c127aa90ef571b8,PreservedSpecimen,Spermophilus beecheyi,871,Unknown,g,body mass,558,,101336,,,,MVZ,,,,,,38.1192781,-122.821322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,MVZ 101336,,,,,,,,,,,https://n2t.net/ark:/21547/DUj2871,https://n2t.net/ark:/21547/DUh20a4154f8f30d4bdb9c127aa90ef571b8,https://n2t.net/ark:/21547/DUi20a4154f8f30d4bdb9c127aa90ef571b8,BIOG,278
